	220		261		190
1000	0.3913070858	1000	-0.01186824869	1000	0.3309032023
999	0.3922982216	999	-0.01181278098	999	0.3324294984
998	0.3932156861	998	-0.01171865594	998	0.3339234591
997	0.3942533433	997	-0.0116546005	997	0.3353706598
996	0.3953287303	996	-0.01157269068	996	0.336748004
995	0.3963488042	995	-0.01148552261	995	0.3380897343
994	0.3974126577	994	-0.01142461039	994	0.3393992484
993	0.3984416723	993	-0.01138562802	993	0.3407025039
992	0.399510473	992	-0.01137710456	992	0.3418942094
991	0.4005119503	991	-0.01139788236	991	0.3430019915
990	0.4016516507	990	-0.01135819126	990	0.3440982699
989	0.4028454423	989	-0.01131521817	989	0.3451871872
988	0.4038930833	988	-0.01129595004	988	0.3461565971
987	0.4050535262	987	-0.01129600033	987	0.3471832275
986	0.4061919153	986	-0.0113441702	986	0.3481021523
985	0.4073543549	985	-0.01137458254	985	0.348939538
984	0.408551842	984	-0.01141129714	984	0.3497715592
983	0.4097382724	983	-0.01139586512	983	0.3505142629
982	0.4109508097	982	-0.01137080044	982	0.3512336612
981	0.4121397138	981	-0.01135178655	981	0.3519656062
980	0.4133542478	980	-0.01137190964	980	0.3525948226
979	0.4146107733	979	-0.01132132206	979	0.3532541692
978	0.4158733487	978	-0.01123208459	978	0.3538506925
977	0.4171841443	977	-0.01102004107	977	0.3544335067
976	0.4185220897	976	-0.01092937868	976	0.3549493551
975	0.4198462665	975	-0.01086848974	975	0.3554945588
974	0.4211485982	974	-0.01081430819	974	0.3558731973
973	0.4225003421	973	-0.01085430104	973	0.3561691046
972	0.4238345623	972	-0.01083622407	972	0.3563966453
971	0.4252385795	971	-0.01085849199	971	0.3565420806
970	0.4266907871	970	-0.01086864062	970	0.356631279
969	0.4280700088	969	-0.01091009285	969	0.3566583395
968	0.4295651615	968	-0.01094033476	968	0.3566676676
967	0.4310315549	967	-0.01092912629	967	0.3566040397
966	0.4324199557	966	-0.01086742897	966	0.3564744294
965	0.4338475168	965	-0.01085071545	965	0.3563452661
964	0.435408771	964	-0.01082829572	964	0.3561442196
963	0.4369952381	963	-0.01078890637	963	0.355808109
962	0.4384917617	962	-0.0107522402	962	0.3554367125
961	0.439953357	961	-0.01075517014	961	0.3549751937
960	0.4415061772	960	-0.01075749286	960	0.3544957638
959	0.4430249035	959	-0.01077213977	959	0.3539364338
958	0.4447078407	958	-0.01073809899	958	0.3533789217
957	0.4463904798	957	-0.01072941162	957	0.352804184
956	0.4481405914	956	-0.01068016235	956	0.3522026241
955	0.4497554004	955	-0.01067016087	955	0.3515973389
954	0.4513225257	954	-0.01058685314	954	0.351018697
953	0.453006357	953	-0.01054506656	953	0.3503738344
952	0.4546514153	952	-0.01047305483	952	0.3497078121
951	0.4563674033	951	-0.01042529382	951	0.3490854502
950	0.4579505622	950	-0.01035644766	950	0.3483926654
949	0.4596825242	949	-0.01025300566	949	0.3476464152
948	0.4613896608	948	-0.01023095939	948	0.3469187021
947	0.4630856812	947	-0.0101580359	947	0.3461750448
946	0.4648309946	946	-0.01006977353	946	0.3454251885
945	0.4665359855	945	-0.009970969521	945	0.3446151018
944	0.4683381021	944	-0.009871940129	944	0.3438203037
943	0.4700565338	943	-0.009809535928	943	0.3430038989
942	0.4719363451	942	-0.009725809097	942	0.3421494663
941	0.4736720622	941	-0.009706418961	941	0.3413205147
940	0.4753943384	940	-0.009597353637	940	0.3404680789
939	0.4772241116	939	-0.009532731958	939	0.3395836651
938	0.4791282117	938	-0.009418201633	938	0.3387352228
937	0.4810570478	937	-0.009289705195	937	0.3378539383
936	0.4829119146	936	-0.009156558663	936	0.3369641304
935	0.484880209	935	-0.009029202163	935	0.3360144198
934	0.4866053462	934	-0.008863613009	934	0.3351732194
933	0.4885089993	933	-0.008723586798	933	0.3342612386
932	0.4904714823	932	-0.008576459251	932	0.3334148526
931	0.492405653	931	-0.008455076255	931	0.3325005472
930	0.4944621623	930	-0.008349809796	930	0.3316275775
929	0.4962941706	929	-0.00832863152	929	0.3307436705
928	0.498231262	928	-0.008199254051	928	0.3298991621
927	0.5001821518	927	-0.008217999712	927	0.3290604353
926	0.5022171736	926	-0.008104139008	926	0.328158468
925	0.5043317676	925	-0.008021099493	925	0.3273161054
924	0.5063397884	924	-0.008035381325	924	0.326486975
923	0.5084465146	923	-0.007942263037	923	0.3256455362
922	0.5105101466	922	-0.007879428566	922	0.324858278
921	0.5127527118	921	-0.007714824751	921	0.3240447044
920	0.5149886012	920	-0.007434849627	920	0.3232694864
919	0.5170544982	919	-0.007218907122	919	0.3224593699
918	0.519158721	918	-0.00677477289	918	0.3217248023
917	0.521432519	917	-0.006415638607	917	0.3209991753
916	0.5237212181	916	-0.005960876588	916	0.3202461898
915	0.5258772373	915	-0.005584406666	915	0.3195071518
914	0.5281447768	914	-0.005222035572	914	0.3188025653
913	0.5304647684	913	-0.004911015742	913	0.3181242347
912	0.5326930285	912	-0.0045757466	912	0.3174522817
911	0.5349644423	911	-0.004245858174	911	0.3167636096
910	0.5372447968	910	-0.003960302565	910	0.3161338568
909	0.5395839214	909	-0.003568486543	909	0.315492481
908	0.5420141816	908	-0.003189987503	908	0.3148720562
907	0.5444821715	907	-0.002674620599	907	0.3142552972
906	0.5470823646	906	-0.002226275858	906	0.3135951459
905	0.5495135188	905	-0.001741837827	905	0.3129898906
904	0.5522251129	904	-0.001297328854	904	0.3123952448
903	0.5548107624	903	-8.969021728E-4	903	0.3118689954
902	0.5573403835	902	-4.921756918E-4	902	0.3112857342
901	0.5599500537	901	-1.224751322E-4	901	0.3107311428
900	0.5625905991	900	2.582116285E-4	900	0.3102469146
899	0.5639650822	899	6.359399995E-4	899	0.3096980155
898	0.5665494204	898	0.001018044888	898	0.309135884
897	0.5688098073	897	0.001367298421	897	0.3086501956
896	0.5726351142	896	0.001760235988	896	0.3081762493
895	0.5741277933	895	0.002187713981	895	0.3077131808
894	0.5787793398	894	0.002686896827	894	0.3072186112
893	0.5810562968	893	0.003149600932	893	0.3067878783
892	0.5842151642	892	0.003626972204	892	0.3063480258
891	0.5870580077	891	0.004056867212	891	0.3059070408
890	0.5912767649	890	0.004541934002	890	0.3054863513
889	0.5950932503	889	0.004932336044	889	0.305069685
888	0.5975404978	888	0.005435078871	888	0.3046943247
887	0.6014249325	887	0.005843023304	887	0.3043335974
886	0.6043496728	886	0.006297153886	886	0.3039186895
885	0.6071265936	885	0.00680218963	885	0.3035866618
884	0.6097205281	884	0.007227187045	884	0.303244561
883	0.6141124964	883	0.00774047384	883	0.3028657734
882	0.6184701324	882	0.008358380757	882	0.3025407791
881	0.621299386	881	0.008999102749	881	0.3022655547
880	0.6243872643	880	0.009909918532	880	0.3019804955
879	0.6308150887	879	0.01075919904	879	0.3017349243
878	0.6332095861	878	0.01200485043	878	0.3014530838
877	0.6352145076	877	0.01321459003	877	0.3012954891
876	0.6398442984	876	0.01459153835	876	0.3011092544
875	0.6445236802	875	0.01622234844	875	0.3009663224
874	0.6471566558	874	0.01773597673	874	0.3008333147
873	0.6513713002	873	0.01919526234	873	0.3007150292
872	0.6555776	872	0.02058357373	872	0.3005953431
871	0.659779489	871	0.02177289687	871	0.300508976
870	0.6623293161	870	0.02288017981	870	0.3004370928
869	0.6663684249	869	0.02409784496	869	0.3003226519
868	0.6705062389	868	0.02508529089	868	0.3003280759
867	0.6748920679	867	0.02613991685	867	0.3002723455
866	0.6781590581	866	0.02718498558	866	0.3002476096
865	0.6815786958	865	0.02824682742	865	0.3002247512
864	0.6858718991	864	0.02932406776	864	0.3002126217
863	0.6893377304	863	0.03045057692	863	0.3002212346
862	0.6929635406	862	0.03167999163	862	0.3002493978
861	0.6971060634	861	0.03291599825	861	0.3002739549
860	0.7006200552	860	0.03416914493	860	0.3003722131
859	0.7049405575	859	0.03548200801	859	0.3004545569
858	0.7083428502	858	0.03684849665	858	0.3005536497
857	0.711977005	857	0.03830840811	857	0.3006599844
856	0.7159066796	856	0.03980237991	856	0.3008104861
855	0.7194555402	855	0.04132311419	855	0.3009563684
854	0.7231109142	854	0.04287159443	854	0.3011500537
853	0.7268090844	853	0.04447255656	853	0.301319629
852	0.730674386	852	0.04609127343	852	0.3015139997
851	0.7346652746	851	0.04777790606	851	0.3017780483
850	0.7379234433	850	0.04954132438	850	0.3020425737
849	0.7420496941	849	0.05140531063	849	0.3022890091
848	0.7459104657	848	0.05317468569	848	0.3025740385
847	0.749358356	847	0.05507754907	847	0.3028700352
846	0.7527395487	846	0.05689198896	846	0.3032179177
845	0.7564206123	845	0.05892668292	845	0.3035801053
844	0.7602559924	844	0.06083787978	844	0.3039303124
843	0.7636452317	843	0.06287757307	843	0.3042963445
842	0.7672727108	842	0.06497465819	842	0.3046777844
841	0.7707049251	841	0.0670216307	841	0.3051089048
840	0.7743625045	840	0.06922453642	840	0.3055501878
839	0.7776753902	839	0.07138780504	839	0.3059856296
838	0.7813667059	838	0.07363510877	838	0.3065082133
837	0.7851356268	837	0.0759524703	837	0.3069924712
836	0.7887142897	836	0.07836329192	836	0.3075233102
835	0.7924323082	835	0.08072824776	835	0.3080427945
834	0.79595083	834	0.08313135803	834	0.3086265326
833	0.7997788191	833	0.08562693	833	0.3092297018
832	0.8035069704	832	0.0880965963	832	0.3098197877
831	0.8070148826	831	0.09066365659	831	0.3104460537
830	0.8109426498	830	0.09336313605	830	0.3110646009
829	0.8148901463	829	0.09594281763	829	0.3117760122
828	0.818720758	828	0.09868870676	828	0.3124950826
827	0.8224833012	827	0.1013871059	827	0.3131856024
826	0.8265888691	826	0.1042706147	826	0.3139609396
825	0.8305734992	825	0.1070686728	825	0.3147006929
824	0.8345392942	824	0.1099999174	824	0.3155379295
823	0.8386101127	823	0.1130100414	823	0.3163392544
822	0.8426318765	822	0.1159603596	822	0.3171766102
821	0.8468540907	821	0.1190272421	821	0.3180747032
820	0.8509937525	820	0.1221519113	820	0.3189481795
819	0.854940176	819	0.1252986044	819	0.3198852539
818	0.8593074083	818	0.1285525411	818	0.3208061755
817	0.8632706404	817	0.1318342686	817	0.321824342
816	0.8673293591	816	0.135101378	816	0.3228304386
815	0.8714746833	815	0.1384409815	815	0.3238543868
814	0.8758748174	814	0.1418225616	814	0.3249205947
813	0.879981935	813	0.1451708078	813	0.325994581
812	0.8841469288	812	0.1486586481	812	0.327100873
811	0.8882830739	811	0.1522573233	811	0.3282333612
810	0.8926255107	810	0.1558224857	810	0.3294005096
809	0.8967564702	809	0.1594099104	809	0.3306371272
808	0.9010549188	808	0.1630216539	808	0.3318267167
807	0.9051424861	807	0.1667182744	807	0.3330697119
806	0.9093029499	806	0.1702955365	806	0.3343059719
805	0.9136257172	805	0.1741312444	805	0.3355993032
804	0.9179822803	804	0.1779569387	804	0.336866349
803	0.9221332669	803	0.1817263961	803	0.3382539451
802	0.9264723063	802	0.1856514812	802	0.3396571875
801	0.9304754138	801	0.1893914044	801	0.3410297334
800	0.934663415	800	0.1932553649	800	0.3424934745
799	0.9433121681	799	0.1955880076	799	0.3449684978
798	0.947462976	798	0.1994725466	798	0.3465012908
797	0.9518840909	797	0.2035867721	797	0.3481098413
796	0.9559973478	796	0.207584098	796	0.3494848609
795	0.9602886438	795	0.2117817402	795	0.3512481749
794	0.9644926786	794	0.2161017954	794	0.3529483378
793	0.9687609673	793	0.2199690342	793	0.3546746075
792	0.9732574224	792	0.2241326421	792	0.3564644456
791	0.9776932001	791	0.2285068184	791	0.3581951559
790	0.9817474484	790	0.232790038	790	0.3598200977
789	0.9859486222	789	0.2371052802	789	0.3614817262
788	0.9905236959	788	0.2413108945	788	0.3632790446
787	0.9947226644	787	0.2457026094	787	0.3653598428
786	0.9991744161	786	0.2499102354	786	0.3670710623
785	1.003633499	785	0.2542032897	785	0.3690552711
784	1.007925987	784	0.2585068941	784	0.3708710968
783	1.012345076	783	0.262721926	783	0.3728845417
782	1.016698122	782	0.2672642767	782	0.3748371005
781	1.021159053	781	0.2715820968	781	0.3768080473
780	1.025800705	780	0.2760134339	780	0.3786846399
779	1.030454278	779	0.2802963555	779	0.3806817532
778	1.035098314	778	0.2847343981	778	0.3829449713
777	1.039598942	777	0.289059937	777	0.3849069476
776	1.04414475	776	0.2933774292	776	0.3871385157
775	1.048910022	775	0.2979475856	775	0.3891950548
774	1.053489208	774	0.3021040857	774	0.3914856613
773	1.05813539	773	0.3065315187	773	0.3937166333
772	1.063121796	772	0.3108742237	772	0.3958924115
771	1.067765236	771	0.3151987791	771	0.398188293
770	1.072633266	770	0.3194333911	770	0.4003801644
769	1.077458382	769	0.3237060308	769	0.4026854336
768	1.082238436	768	0.3281662762	768	0.4050085247
767	1.087058306	767	0.3324087858	767	0.4073467255
766	1.092141867	766	0.3364435136	766	0.4097717404
765	1.097053766	765	0.340596348	765	0.412050873
764	1.101878762	764	0.3448123336	764	0.414449662
763	1.106770396	763	0.348819524	763	0.4169707596
762	1.111928821	762	0.3530206084	762	0.419272393
761	1.116969824	761	0.3569933772	761	0.4218087792
760	1.122171164	760	0.3610597849	760	0.4242035449
759	1.127480745	759	0.3649990261	759	0.4268213511
758	1.132440209	758	0.3690354824	758	0.4293164015
757	1.138081074	757	0.3728623688	757	0.4319690764
756	1.142988443	756	0.376624912	756	0.4344927073
755	1.148412108	755	0.3804509938	755	0.4371356666
754	1.153862357	754	0.3841839731	754	0.4397669137
753	1.159060001	753	0.3878777623	753	0.4424369633
752	1.164346099	752	0.3916169703	752	0.4450976849
751	1.169918418	751	0.3951382339	751	0.4478171468
750	1.175556421	750	0.3986101151	750	0.4504957497
749	1.181138396	749	0.4022021592	749	0.4533459842
748	1.186750412	748	0.4054727852	748	0.4562252164
747	1.192371726	747	0.4088287354	747	0.4588655233
746	1.198092818	746	0.4119934738	746	0.4618140161
745	1.20369494	745	0.4152532518	745	0.4645542502
744	1.209319353	744	0.4182002544	744	0.4674586058
743	1.215132833	743	0.4212111235	743	0.4702276587
742	1.220899343	742	0.4241349101	742	0.4733032584
741	1.226655245	741	0.4270204008	741	0.476130724
740	1.232481003	740	0.4298129678	740	0.4792391062
739	1.238487005	739	0.432513535	739	0.4822358787
738	1.244112015	738	0.434997946	738	0.4852009118
737	1.250521064	737	0.4376097023	737	0.4882293046
736	1.256436944	736	0.4401192069	736	0.491407603
735	1.26217258	735	0.4424093664	735	0.4945195019
734	1.268371701	734	0.4446095228	734	0.4976184964
733	1.274469972	733	0.4468865991	733	0.5007635355
732	1.280520678	732	0.4488788247	732	0.5040342808
731	1.28658402	731	0.4509560764	731	0.5072388053
730	1.292662144	730	0.4527146816	730	0.5104745626
729	1.299004555	729	0.454537034	729	0.513785243
728	1.305082083	728	0.4563117623	728	0.5171552896
727	1.311166644	727	0.4578428566	727	0.5203847289
726	1.317624807	726	0.4592906833	726	0.5238128901
725	1.323902369	725	0.4607535005	725	0.5271582603
724	1.329926014	724	0.4621588588	724	0.5305386186
723	1.336226225	723	0.463319242	723	0.5340297818
722	1.34256041	722	0.4645039439	722	0.5374292135
721	1.348732591	721	0.4655161202	721	0.5408236384
720	1.35494411	720	0.4664286375	720	0.5444082022
719	1.361495256	719	0.4673217535	719	0.5479931235
718	1.367660761	718	0.4682136476	718	0.5514289737
717	1.373933554	717	0.4688476324	717	0.5550347567
716	1.38045454	716	0.4694659114	716	0.5586518049
715	1.386760712	715	0.4701498747	715	0.5623072982
714	1.393318057	714	0.4706124067	714	0.5659862757
713	1.399894357	713	0.4708899558	713	0.5697120428
712	1.40612042	712	0.4712330401	712	0.5734182596
711	1.412588	711	0.4714820683	711	0.5772297978
710	1.419421911	710	0.4715625644	710	0.5809396505
709	1.425906897	709	0.4717557728	709	0.5847857594
708	1.43251133	708	0.4717264771	708	0.5886532068
707	1.43905139	707	0.4716419578	707	0.5924381018
706	1.445657253	706	0.4715886116	706	0.5963745117
705	1.452517748	705	0.4714424014	705	0.6002346873
704	1.459014058	704	0.4711900055	704	0.6041938066
703	1.465738893	703	0.4709395468	703	0.608178556
702	1.472339749	702	0.4706046283	702	0.6121864915
701	1.479282141	701	0.47033602	701	0.6161715388
700	1.485930443	700	0.4699188173	700	0.6201501489
699	1.492719531	699	0.4695106447	699	0.6242781878
698	1.499720454	698	0.4690613747	698	0.6283863783
697	1.506683946	697	0.4686429203	697	0.6324593425
696	1.513811707	696	0.4680961072	696	0.6366967559
695	1.520801783	695	0.4675869048	695	0.6409366131
694	1.527766585	694	0.46704638	694	0.6451281309
693	1.534922957	693	0.4664514959	693	0.6495039463
692	1.542330027	692	0.4658380747	692	0.6537470222
691	1.549512148	691	0.4652375579	691	0.6580754519
690	1.556711793	690	0.4646794498	690	0.6626201272
689	1.564123154	689	0.464063108	689	0.6669278741
688	1.571574092	688	0.4634405375	688	0.6714673042
687	1.579178214	687	0.4628666043	687	0.6759694815
686	1.586663485	686	0.4623257816	686	0.6805981398
685	1.59457171	685	0.4616995156	685	0.6851246357
684	1.602297544	684	0.4611569643	684	0.6896607876
683	1.610278964	683	0.4606494606	683	0.6944246888
682	1.617969513	682	0.4600425661	682	0.699077487
681	1.625938058	681	0.4595808983	681	0.7038460374
680	1.634068608	680	0.4591164887	680	0.7085811496
679	1.642233729	679	0.4586639404	679	0.7133281231
678	1.650169253	678	0.4582111537	678	0.7181126475
677	1.65866518	677	0.4578079581	677	0.7229894996
676	1.666918874	676	0.4574095011	676	0.7279013991
675	1.67543304	675	0.4570872784	675	0.7328762412
674	1.684064865	674	0.4567096829	674	0.7377755046
673	1.692619443	673	0.4564476907	673	0.7428663969
672	1.701461911	672	0.4562014043	672	0.7480193973
671	1.710421562	671	0.45603019	671	0.7530395985
670	1.719547987	670	0.455904901	670	0.7582854033
669	1.728494287	669	0.4558317959	669	0.7634301782
668	1.737841964	668	0.4557124078	668	0.768654108
667	1.747063041	667	0.4556009471	667	0.773865521
666	1.756523728	666	0.4556563795	666	0.7792024612
665	1.766132593	665	0.4557473958	665	0.7846459746
664	1.77603662	664	0.4559080601	664	0.790114224
663	1.785554528	663	0.456060499	663	0.7955427766
662	1.795650721	662	0.45629704	662	0.8009895682
661	1.805713296	661	0.4565907419	661	0.8065925241
660	1.816016078	660	0.4568528831	660	0.8121182323
659	1.826384544	659	0.457159102	659	0.8177007437
658	1.836730957	658	0.457583487	658	0.8233270049
657	1.847255707	657	0.4581356645	657	0.829061687
656	1.857964635	656	0.4586758018	656	0.8348049521
655	1.868904114	655	0.4593006968	655	0.8406006098
654	1.880011678	654	0.459910363	654	0.8464909196
653	1.891105652	653	0.4605995715	653	0.852330029
652	1.902549267	652	0.4613246322	652	0.8583301902
651	1.914049029	651	0.4621310532	651	0.8643424511
650	1.925916553	650	0.4630846977	650	0.8703942895
649	1.937764168	649	0.464002192	649	0.8764798045
648	1.949914098	648	0.4649570882	648	0.8826973438
647	1.961779952	647	0.4660339952	647	0.888877809
646	1.974246979	646	0.4671339393	646	0.8951624632
645	1.986870527	645	0.4683793485	645	0.9014036655
644	1.999619722	644	0.4696311355	644	0.9078654051
643	2.012464046	643	0.4708806276	643	0.9142429829
642	2.025661707	642	0.4722752571	642	0.9206901789
641	2.0387609	641	0.4737696648	641	0.9273029566
640	2.052060366	640	0.47531569	640	0.9338129163
639	2.065835476	639	0.4768362045	639	0.940366745
638	2.079445362	638	0.4785378873	638	0.9471029639
637	2.093238354	637	0.4802130163	637	0.9538573027
636	2.107230663	636	0.4820793867	636	0.9605733156
635	2.121765614	635	0.4838655889	635	0.9674514532
634	2.13566041	634	0.4857653379	634	0.9743387699
633	2.150547504	633	0.4878292084	633	0.9812141061
632	2.165199995	632	0.4898741245	632	0.9881999493
631	2.180128574	631	0.4920775294	631	0.9952995181
630	2.195472479	630	0.4942693114	630	1.002522111
629	2.211013794	629	0.4967015088	629	1.009770155
628	2.226186275	628	0.499029398	628	1.017031193
627	2.242181063	627	0.5014742613	627	1.024349689
626	2.257902145	626	0.5039944053	626	1.031732678
625	2.273891926	625	0.5066331625	625	1.039236903
624	2.290200949	624	0.5093100667	624	1.04659605
623	2.306793928	623	0.5121675134	623	1.054236412
622	2.323563337	622	0.5148582458	622	1.061787486
621	2.34014082	621	0.5179052949	621	1.069649935
620	2.357456446	620	0.5208848119	620	1.07740438
619	2.374305725	619	0.5238794684	619	1.085267305
618	2.391918182	618	0.5270273089	618	1.093169212
617	2.409504414	617	0.5301616192	617	1.101061225
616	2.427203178	616	0.5334938169	616	1.109066963
615	2.445017815	615	0.5368919373	615	1.117178559
614	2.462296486	614	0.5402773619	614	1.125243664
613	2.480829477	613	0.5438256264	613	1.133440375
612	2.499171972	612	0.5473667979	612	1.141736627
611	2.517806768	611	0.5509707332	611	1.150021553
610	2.536844969	610	0.5547175407	610	1.158484459
609	2.554906845	609	0.5585008264	609	1.166975021
608	2.574131727	608	0.5622925758	608	1.175569296
607	2.593056917	607	0.5662361383	607	1.184122682
606	2.613035917	606	0.5702877641	606	1.192867517
605	2.631844044	605	0.5742909312	605	1.20164597
604	2.6512115	604	0.5784929991	604	1.210505724
603	2.671113014	603	0.5827206373	603	1.219311357
602	2.691371202	602	0.5871012211	602	1.228202105
601	2.711237907	601	0.591468513	601	1.237352014
600	2.731224298	600	0.5959351063	600	1.246495008
599	2.751086235	599	0.6004898548	599	1.255706906
598	2.771984339	598	0.6050955653	598	1.2647084
597	2.79250598	597	0.6098507643	597	1.27410078
596	2.812160492	596	0.6144757867	596	1.283508182
595	2.834055185	595	0.6193124652	595	1.29291296
594	2.8551507	594	0.6241556406	594	1.30221355
593	2.875257969	593	0.6291488409	593	1.311825037
592	2.895538807	592	0.6341940761	592	1.321293473
591	2.917130709	591	0.6393220425	591	1.330937266
590	2.937165022	590	0.6444631815	590	1.340458512
589	2.959245682	589	0.6497376561	589	1.350372076
588	2.980545998	588	0.6549663544	588	1.360146523
587	3.000396967	587	0.6603065133	587	1.370025635
586	3.022982121	586	0.6658910513	586	1.37991035
585	3.042880535	585	0.6713809371	585	1.389893055
584	3.065381765	584	0.676946044	584	1.399966359
583	3.086009741	583	0.6827004552	583	1.410021901
582	3.1065166	582	0.688364625	582	1.420185328
581	3.1259408	581	0.6941822171	581	1.430272341
580	3.150109768	580	0.7001168132	580	1.440509558
579	3.16892457	579	0.7060437799	579	1.450928926
578	3.191788912	578	0.7120779157	578	1.461164713
577	3.212325335	577	0.7182855606	577	1.471525788
576	3.232045889	576	0.7243762612	576	1.481981516
575	3.253451109	575	0.7305967808	575	1.492242694
574	3.274192333	574	0.7369711995	574	1.502820611
573	3.295155287	573	0.7433328629	573	1.513162136
572	3.314858913	572	0.7499619126	572	1.523771763
571	3.333995104	571	0.7564095259	571	1.534325838
570	3.356507063	570	0.7629366517	570	1.544909954
569	3.374477148	569	0.7695029378	569	1.555594325
568	3.395145178	568	0.7763864398	568	1.566432118
567	3.413775444	567	0.7832331061	567	1.576986551
566	3.433686495	566	0.7901937366	566	1.588012338
565	3.453260899	565	0.7971749306	565	1.59882021
564	3.471807003	564	0.8042753339	564	1.609760404
563	3.492578506	563	0.8113715649	563	1.620597243
562	3.508006096	562	0.8186573386	562	1.631327987
561	3.528220415	561	0.8259840608	561	1.642441392
560	3.54396081	560	0.8333877325	560	1.653202653
559	3.562492609	559	0.8410236239	559	1.664259791
558	3.58560729	558	0.8485180736	558	1.675263405
557	3.598245621	557	0.8562815189	557	1.686549783
556	3.613209248	556	0.8639176488	556	1.697396874
555	3.637429476	555	0.8717784286	555	1.708509684
554	3.649965763	554	0.8796207905	554	1.719531894
553	3.669372559	553	0.8875514865	553	1.730649233
552	3.689280748	552	0.8956949115	552	1.741798997
551	3.701884985	551	0.9040538073	551	1.752895236
550	3.715078831	550	0.9122650027	550	1.763864398
549	3.734146357	549	0.920535624	549	1.774967909
548	3.748745441	548	0.9290700555	548	1.786167026
547	3.770371199	547	0.9375703931	547	1.797144175
546	3.785364389	546	0.9462473392	546	1.808143616
545	3.796034098	545	0.9550127387	545	1.819674015
544	3.813199759	544	0.9639564753	544	1.830524206
543	3.823697329	543	0.9728190303	543	1.841764569
542	3.838616133	542	0.9819052815	542	1.853069186
541	3.850130081	541	0.9910346866	541	1.864205956
540	3.86816144	540	1.00027442	540	1.875421762
539	3.870756626	539	1.009685636	539	1.886464953
538	3.895312786	538	1.019083738	538	1.897330403
537	3.903880835	537	1.028543591	537	1.908808589
536	3.915500879	536	1.038359165	536	1.920128226
535	3.932919502	535	1.047984719	535	1.931336403
534	3.9430933	534	1.057979822	534	1.942595959
533	3.952192783	533	1.06784749	533	1.953787208
532	3.964117289	532	1.077901602	532	1.965117455
531	3.973547935	531	1.088059068	531	1.976002336
530	3.985333204	530	1.09824276	530	1.987496018
529	3.98793149	529	1.108366489	529	1.998742819
528	4.006426334	528	1.118884206	528	2.009880304
527	4.019420624	527	1.129387379	527	2.020958662
526	4.029353619	526	1.139903426	526	2.032156706
525	4.035868645	525	1.150628924	525	2.043475389
524	4.049257755	524	1.161382318	524	2.055069685
523	4.05794096	523	1.172182918	523	2.066551924
522	4.061563969	522	1.183244228	522	2.077770948
521	4.076995373	521	1.194185853	521	2.089339256
520	4.081549644	520	1.205369234	520	2.100687027
519	4.094738007	519	1.216742992	519	2.112422228
518	4.106148243	518	1.228118896	518	2.123613834
517	4.10948801	517	1.239603162	517	2.135305166
516	4.114262104	516	1.2511518	516	2.147091866
515	4.124252796	515	1.262845993	515	2.158492088
514	4.139663696	514	1.274427295	514	2.169993639
513	4.142868042	513	1.286290765	513	2.182035685
512	4.145275116	512	1.298223972	512	2.19399786
511	4.156691074	511	1.31016624	511	2.205754042
510	4.15418148	510	1.32216692	510	2.217391491
509	4.165120125	509	1.33448875	509	2.22978282
508	4.175527096	508	1.346538901	508	2.241327047
507	4.176024437	507	1.35910666	507	2.253099918
506	4.187736034	506	1.371511221	506	2.265466213
505	4.192886353	505	1.384053826	505	2.277746439
504	4.200175762	504	1.3968153	504	2.289798975
503	4.210446358	503	1.409314036	503	2.302194834
502	4.210532665	502	1.422222853	502	2.31426692
501	4.222016811	501	1.435136676	501	2.326628447
500	4.220134735	500	1.448236465	500	2.339151859
499	4.226071358	499	1.461538315	499	2.351776838
498	4.225864887	498	1.474674463	498	2.364398241
497	4.244749546	497	1.488229871	497	2.37701869
496	4.2289958	496	1.501597643	496	2.389886141
495	4.243201733	495	1.515120745	495	2.402739763
494	4.257080078	494	1.528896451	494	2.415487766
493	4.249652386	493	1.54266727	493	2.42824626
492	4.253500462	492	1.55657649	492	2.441644192
491	4.252055168	491	1.570457458	491	2.455010653
490	4.262620926	490	1.584819078	490	2.467481136
489	4.271344185	489	1.599047661	489	2.480672836
488	4.272029877	488	1.613405704	488	2.494512081
487	4.26973772	487	1.627611041	487	2.507632017
486	4.269587994	486	1.642094612	486	2.521296501
485	4.274759293	485	1.656799436	485	2.534459114
484	4.270292282	484	1.671358347	484	2.548458338
483	4.27597332	483	1.686088204	483	2.561810017
482	4.273518085	482	1.70098269	482	2.576071978
481	4.291063309	481	1.715840697	481	2.589926481
480	4.289204121	480	1.731010318	480	2.603531599
479	4.288527489	479	1.745958686	479	2.617830276
478	4.285973549	478	1.761093616	478	2.632145643
477	4.277359486	477	1.776522756	477	2.646624088
476	4.306483269	476	1.792029738	476	2.660864353
475	4.292642593	475	1.8074404	475	2.675496578
474	4.30380249	474	1.823285818	474	2.689927101
473	4.299832821	473	1.839009166	473	2.705307007
472	4.303943157	472	1.854602218	472	2.719226122
471	4.318050861	471	1.870413423	471	2.734332561
470	4.293110371	470	1.88652885	470	2.750081539
469	4.310112953	469	1.902821302	469	2.765134811
468	4.30571413	468	1.919081807	468	2.780288696
467	4.30933094	467	1.935103893	467	2.796659708
466	4.297620773	466	1.951652527	466	2.811471939
465	4.300102711	465	1.968062639	465	2.827675581
464	4.30598402	464	1.984517336	464	2.843852758
463	4.293315411	463	2.001145363	463	2.859219313
